fase,region,lokasi,sumber,bujur,lintang
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.339124,-6.148392
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.339793,-6.148981
2,Karawang,3_Rengasdengklok02,Drone (50x50),107.338273,-6.152507
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.337193,-6.148187
2,Karawang,3_Rengasdengklok02,Drone (50x50),107.339336,-6.152793
2,Karawang,4_Rengasdengklok03,Drone (50x50),107.349794,-6.14878
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.339596,-6.148395
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.340606,-6.148081
2,Karawang,2_Rengasdengklok01,Field Survey,107.336598,-6.149098
2,Karawang,3_Rengasdengklok02,Drone (50x50),107.339423,-6.152047
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.340053,-6.148989
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.338845,-6.148874
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.339382,-6.148055
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.33986,-6.148201
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.337185,-6.148787
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.337436,-6.148463
2,Karawang,4_Rengasdengklok03,Field Survey,107.349243,-6.149494
2,Karawang,4_Rengasdengklok03,Drone (50x50),107.348235,-6.14994
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.339109,-6.148637
1,Karawang,4_Rengasdengklok03,Field Survey,107.348344,-6.150402
2,Karawang,4_Rengasdengklok03,Field Survey,107.348342,-6.14995
2,Karawang,4_Rengasdengklok03,Drone (50x50),107.348364,-6.14878
2,Karawang,4_Rengasdengklok03,Drone (50x50),107.348135,-6.150639
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.340397,-6.148541
2,Karawang,2_Rengasdengklok01,Field Survey,107.336145,-6.148648
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.336627,-6.147925
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.339824,-6.148624
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.339949,-6.147757
2,Karawang,2_Rengasdengklok01,Field Survey,107.338404,-6.14909
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.33836,-6.14906
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.337416,-6.149068
2,Karawang,2_Rengasdengklok01,Field Survey,107.33705,-6.149096
2,Karawang,4_Rengasdengklok03,Drone (50x50),107.348747,-6.148804
2,Karawang,2_Rengasdengklok01,Field Survey,107.336596,-6.148646
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.336565,-6.148646
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.33791,-6.148002
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.338383,-6.148552
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.34061,-6.147957
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.336916,-6.14779
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.336922,-6.14905
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.336256,-6.148833
2,Karawang,,Drone (50x50),107.346028,-6.166972
2,Karawang,,Drone (rice field),107.346028,-6.166972
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.336245,-6.148631
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.339629,-6.147796
2,Karawang,4_Rengasdengklok03,Drone (50x50),107.348139,-6.150498
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.339562,-6.14889
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.336566,-6.148843
2,Karawang,3_Rengasdengklok02,Drone (50x50),107.338704,-6.151625
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.338641,-6.148446
2,Karawang,4_Rengasdengklok03,Drone (50x50),107.34872,-6.150466
2,Karawang,3_Rengasdengklok02,Drone (50x50),107.339055,-6.151774
2,Karawang,2_Rengasdengklok01,Field Survey,107.337497,-6.14819
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.340616,-6.147815
2,Karawang,3_Rengasdengklok02,Drone (50x50),107.338572,-6.152753
2,Karawang,2_Rengasdengklok01,Field Survey,107.337501,-6.149094
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.336568,-6.148429
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.336444,-6.147774
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.340083,-6.148635
2,Karawang,4_Rengasdengklok03,Drone (50x50),107.347927,-6.150528
2,Karawang,2_Rengasdengklok01,Field Survey,107.34021,-6.149082
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.338117,-6.14885
2,Karawang,4_Rengasdengklok03,Drone (50x50),107.349052,-6.150373
2,Karawang,4_Rengasdengklok03,Drone (50x50),107.349144,-6.148837
2,Karawang,2_Rengasdengklok01,Field Survey,107.337048,-6.148644
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.338663,-6.147986
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.338101,-6.149093
2,Karawang,4_Rengasdengklok03,Field Survey,107.349695,-6.149492
2,Karawang,4_Rengasdengklok03,Drone (50x50),107.349705,-6.149484
2,Karawang,4_Rengasdengklok03,Drone (50x50),107.350063,-6.149052
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.338924,-6.14781
1,Karawang,4_Rengasdengklok03,Field Survey,107.349245,-6.149946
2,Karawang,3_Rengasdengklok02,Field Survey,107.33842,-6.152705
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.336273,-6.148402
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.337901,-6.14825
2,Karawang,3_Rengasdengklok02,Drone (50x50),107.339752,-6.152366
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.338405,-6.147985
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.33863,-6.14865
2,Karawang,3_Rengasdengklok02,Field Survey,107.339773,-6.152247
2,Karawang,2_Rengasdengklok01,Field Survey,107.339755,-6.14818
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.337663,-6.148479
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.338898,-6.148069
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.337653,-6.148819
2,Karawang,2_Rengasdengklok01,Field Survey,107.34019,-6.148631
2,Karawang,2_Rengasdengklok01,Field Survey,107.3384,-6.148186
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.338395,-6.148224
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.337672,-6.148235
2,Karawang,2_Rengasdengklok01,Field Survey,107.336594,-6.148194
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.336562,-6.148164
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.339618,-6.148048
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.336897,-6.147942
2,Karawang,4_Rengasdengklok03,Drone (50x50),107.35,-6.14955
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.337186,-6.147956
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.33914,-6.148067
2,Karawang,3_Rengasdengklok02,Drone (50x50),107.339007,-6.152277
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.336288,-6.148136
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.340602,-6.14898
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.340455,-6.147795
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.340185,-6.147774
1,Karawang,4_Rengasdengklok03,Drone (50x50),107.34925,-6.148626
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.33958,-6.148641
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.338133,-6.148508
2,Karawang,3_Rengasdengklok02,Drone (50x50),107.339393,-6.15232
2,Karawang,4_Rengasdengklok03,Drone (50x50),107.347937,-6.150688
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.338607,-6.149064
2,Karawang,2_Rengasdengklok01,Field Survey,107.337953,-6.149092
2,Karawang,3_Rengasdengklok02,Field Survey,107.339321,-6.152249
2,Karawang,2_Rengasdengklok01,Field Survey,107.337949,-6.148188
1,Karawang,4 Rengasdengklok3,Field Survey,107.349583,-6.150242
2,Karawang,3_Rengasdengklok02,Drone (50x50),107.338524,-6.151773
2,Karawang,4_Rengasdengklok03,Field Survey,107.349241,-6.149042
2,Karawang,3_Rengasdengklok02,Field Survey,107.33887,-6.152251
2,Karawang,3_Rengasdengklok02,Drone (50x50),107.338488,-6.151996
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.337196,-6.147797
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.337875,-6.149085
2,Karawang,3_Rengasdengklok02,Drone (50x50),107.339017,-6.151617
2,Karawang,3_Rengasdengklok02,Field Survey,107.339323,-6.152701
2,Karawang,2_Rengasdengklok01,Field Survey,107.338856,-6.149088
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.338825,-6.149064
2,Karawang,3_Rengasdengklok02,Drone (50x50),107.338075,-6.151983
2,Karawang,3_Rengasdengklok02,Drone (50x50),107.338975,-6.152549
2,Karawang,3_Rengasdengklok02,Drone (50x50),107.339744,-6.152616
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.337898,-6.148492
2,Karawang,3_Rengasdengklok02,Drone (50x50),107.338195,-6.152739
2,Karawang,,Drone (50x50),107.352861,-6.152889
2,Karawang,3_Rengasdengklok02,Field Survey,107.338416,-6.151801
2,Karawang,3_Rengasdengklok02,Drone (50x50),107.33936,-6.152609
2,Karawang,3_Rengasdengklok02,Drone (50x50),107.338632,-6.152258
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.340445,-6.148071
2,Karawang,3_Rengasdengklok02,Drone (50x50),107.339766,-6.152126
2,Karawang,3_Rengasdengklok02,Drone (50x50),107.338949,-6.152764
2,Karawang,2_Rengasdengklok01,Drone (50x50),107.336416,-6.147915
2,Karawang,3_Rengasdengklok02,Field Survey,107.338868,-6.151799
2,Karawang,3_Rengasdengklok02,Field Survey,107.339319,-6.151797
2,Karawang,3_Rengasdengklok02,Drone (50x50),107.338075,-6.152436
2,Karawang,3_Rengasdengklok02,Drone (50x50),107.338603,-6.15253
2,Karawang,4_Rengasdengklok03,Field Survey,107.34879,-6.149044
2,Karawang,3_Rengasdengklok02,Drone (50x50),107.339448,-6.151786
2,Karawang,3_Rengasdengklok02,Field Survey,107.338872,-6.152703
2,Karawang,3_Rengasdengklok02,Drone (50x50),107.338291,-6.152239
2,Karawang,3_Rengasdengklok02,Field Survey,107.339775,-6.152699
2,Karawang,3_Rengasdengklok02,Field Survey,107.338418,-6.152253
2,Karawang,4_Rengasdengklok03,Drone (50x50),107.348412,-6.150556
3,Karawang,,Drone (50x50),107.345611,-6.169111
3,Karawang,,Drone (rice field),107.345611,-6.169111
2,Karawang,3_Rengasdengklok02,Drone (50x50),107.339731,-6.152792
3,Karawang,4_Kutajaya,Drone (50x50),107.347905,-6.150373
3,Karawang,4_Kutajaya,Drone (50x50),107.348527,-6.15105
3,Karawang,4_Kutajaya,Drone (50x50),107.34819,-6.149357
2,Karawang,4_Kutajaya,Drone (50x50),107.348436,-6.15038
2,Karawang,4_Kutajaya,Drone (50x50),107.349546,-6.149803
2,Karawang,4_Kutajaya,Drone (50x50),107.349515,-6.149789
3,Karawang,4_Kutajaya,Field Survey,107.338786,-6.14985
3,Karawang,4_Kutajaya,Drone (50x50),107.348163,-6.150385
3,Karawang,4_Kutajaya,Drone (50x50),107.348194,-6.150261
2,Karawang,4_Kutajaya,Drone (50x50),107.349192,-6.149773
3,Karawang,4_Kutajaya,Drone (50x50),107.348511,-6.150963
3,Karawang,4_Kutajaya,Drone (50x50),107.348091,-6.151025
3,Karawang,4_Kutajaya,Drone (50x50),107.34774,-6.149811
3,Karawang,4_Kutajaya,Drone (50x50),107.349701,-6.149517
3,Karawang,4_Kutajaya,Drone (50x50),107.347742,-6.150263
2,Karawang,4_Kutajaya,Drone (50x50),107.349582,-6.148657
3,Karawang,4_Kutajaya,Field Survey,107.338614,-6.150586
3,Karawang,4_Kutajaya,Drone (50x50),107.349054,-6.149311
2,Karawang,4_Kutajaya,Drone (50x50),107.34899,-6.15083
3,Karawang,4_Kutajaya,Drone (50x50),107.347724,-6.15022
3,Karawang,4_Kutajaya,Drone (50x50),107.34772,-6.149926
3,Karawang,4_Kutajaya,Drone (50x50),107.349093,-6.149353
2,Karawang,4_Kutajaya,Drone (50x50),107.348586,-6.149676
2,Karawang,4_Kutajaya,Drone (50x50),107.349085,-6.150185
3,Karawang,4_Kutajaya,Drone (50x50),107.348299,-6.149623
3,Karawang,4_Kutajaya,Drone (50x50),107.348088,-6.149203
3,Karawang,4_Kutajaya,Drone (50x50),107.348641,-6.149355
3,Karawang,4_Kutajaya,Drone (50x50),107.348674,-6.149246
3,Karawang,4_Kutajaya,Drone (50x50),107.349838,-6.149031
3,Karawang,4_Kutajaya,Drone (50x50),107.349542,-6.148899
3,Karawang,4_Kutajaya,Drone (50x50),107.348764,-6.148901
3,Karawang,4_Kutajaya,Drone (50x50),107.349512,-6.148924
3,Karawang,4_Kutajaya,Drone (50x50),107.347695,-6.149556
3,Karawang,4_Kutajaya,Drone (50x50),107.347942,-6.149945
3,Karawang,4_Kutajaya,Drone (50x50),107.349148,-6.148882
3,Karawang,4_Kutajaya,Drone (50x50),107.349853,-6.148822
3,Karawang,4_Kutajaya,Drone (50x50),107.348192,-6.149809
3,Karawang,4_Kutajaya,Drone (50x50),107.347738,-6.149359
3,Karawang,4_Kutajaya,Drone (50x50),107.349994,-6.148897
2,Karawang,4_Kutajaya,Drone (50x50),107.347909,-6.150732
2,Karawang,4_Kutajaya,Field Survey,107.34925,-6.150167
2,Karawang,4_Kutajaya,Drone (50x50),107.349099,-6.150709
2,Karawang,4_Kutajaya,Drone (50x50),107.348798,-6.15048
3,Karawang,4_Kutajaya,Drone (50x50),107.347991,-6.149581
2,Karawang,4_Kutajaya,Drone (50x50),107.34946,-6.15012
2,Karawang,4_Kutajaya,Drone (50x50),107.348742,-6.150341
3,Karawang,4_Kutajaya,Drone (50x50),107.350053,-6.14911
2,Karawang,4_Kutajaya,Drone (50x50),107.348811,-6.150073
3,Karawang,4_Kutajaya,Drone (50x50),107.349091,-6.148901
3,Karawang,4_Kutajaya,Drone (50x50),107.348639,-6.148903
2,Karawang,4_Kutajaya,Drone (50x50),107.349097,-6.150257
3,Karawang,4_Kutajaya,Drone (50x50),107.348411,-6.14893
2,Karawang,4_Kutajaya,Drone (50x50),107.348643,-6.149807
2,Karawang,4_Kutajaya,Drone (50x50),107.348904,-6.149732
3,Karawang,4_Kutajaya,Drone (50x50),107.348235,-6.149971
3,Karawang,4_Kutajaya,Drone (50x50),107.349996,-6.149349
2,Karawang,4_Kutajaya,Drone (50x50),107.348645,-6.150259
2,Karawang,4_Kutajaya,Drone (50x50),107.349095,-6.149805
3,Karawang,4_Kutajaya,Drone (50x50),107.34941,-6.149348
3,Karawang,4_Kutajaya,Drone (50x50),107.349765,-6.149292
2,Karawang,4_Kutajaya,Drone (50x50),107.348506,-6.150045
3,Karawang,4_Kutajaya,Drone (50x50),107.350042,-6.14959
2,Karawang,4_Kutajaya,Drone (50x50),107.349548,-6.150255
3,Karawang,4_Kutajaya,Drone (50x50),107.350052,-6.149357
3,Karawang,4_Kutajaya,Drone (50x50),107.349544,-6.149351
2,Indramayu,14 Jatimulya,Drone (rice field),107.832917,-6.378083
2,Indramayu,14_Jatimulya,Drone (rice field),107.832196,-6.379361
2,Indramayu,14_Jatimulya,Drone (rice field),107.832177,-6.379344
2,Indramayu,14_Jatimulya,Drone (rice field),107.832645,-6.378906
2,Indramayu,14_Jatimulya,Drone (rice field),107.833503,-6.379031
2,Indramayu,14 Jatimulya,Drone (rice field),107.835667,-6.380472
2,Indramayu,14 Jatimulya,Drone (rice field),107.831944,-6.378611
2,Indramayu,14_Jatimulya,Drone (rice field),107.831924,-6.378608
2,Indramayu,14_Jatimulya,Drone (rice field),107.832139,-6.378246
2,Indramayu,14_Jatimulya,Drone (rice field),107.833117,-6.378242
2,Indramayu,14 Jatimulya,Drone (rice field),107.835889,-6.378417
2,Indramayu,14_Jatimulya,Drone (rice field),107.832191,-6.378457
2,Indramayu,14_Jatimulya,Drone (rice field),107.831915,-6.379304
2,Indramayu,14_Jatimulya,Drone (rice field),107.832613,-6.379002
2,Indramayu,14_Jatimulya,Drone (rice field),107.833551,-6.379353
2,Indramayu,14_Jatimulya,Drone (rice field),107.832206,-6.378623
2,Indramayu,14_Jatimulya,Drone (rice field),107.833014,-6.377936
2,Indramayu,14_Jatimulya,Drone (rice field),107.833394,-6.379349
2,Indramayu,14_Jatimulya,Drone (rice field),107.833092,-6.378
2,Indramayu,14_Jatimulya,Drone (rice field),107.832643,-6.378455
2,Indramayu,14_Jatimulya,Drone (rice field),107.833021,-6.379361
2,Indramayu,14_Jatimulya,Drone (rice field),107.833265,-6.3783
2,Indramayu,14_Jatimulya,Drone (rice field),107.833546,-6.37845
2,Indramayu,14_Jatimulya,Drone (rice field),107.833476,-6.378444
2,Indramayu,14_Jatimulya,Drone (rice field),107.832739,-6.377923
2,Indramayu,14_Jatimulya,Drone (rice field),107.831923,-6.377945
2,Indramayu,14 Jatimulya,Drone (rice field),107.833692,-6.378833
2,Indramayu,14_Jatimulya,Drone (rice field),107.833548,-6.378901
2,Indramayu,14_Jatimulya,Drone (rice field),107.832629,-6.378642
2,Indramayu,14_Jatimulya,Drone (rice field),107.832648,-6.379358
2,Indramayu,14_Jatimulya,Drone (rice field),107.832811,-6.377737
2,Indramayu,14_Jatimulya,Drone (rice field),107.831917,-6.378964
2,Indramayu,14_Jatimulya,Drone (rice field),107.833099,-6.379356
2,Indramayu,14_Jatimulya,Drone (rice field),107.832597,-6.379356
2,Indramayu,14_Jatimulya,Drone (rice field),107.832769,-6.378261
2,Indramayu,14_Jatimulya,Drone (rice field),107.832158,-6.377939
2,Indramayu,14_Jatimulya,Drone (rice field),107.83264,-6.378003
2,Indramayu,14_Jatimulya,Drone (rice field),107.833312,-6.378655
2,Indramayu,14_Jatimulya,Drone (rice field),107.831916,-6.378238
2,Indramayu,14_Jatimulya,Drone (rice field),107.83244,-6.378261
2,Indramayu,14_Jatimulya,Drone (rice field),107.832189,-6.378005
2,Indramayu,14_Jatimulya,Drone (rice field),107.832194,-6.378909
2,Indramayu,14_Jatimulya,Drone (rice field),107.833038,-6.378644
2,Indramayu,14 Jatimulya,Drone (rice field),107.832556,-6.380528
2,Indramayu,14_Jatimulya,Drone (rice field),107.833097,-6.378904
2,Indramayu,14_Jatimulya,Drone (rice field),107.833023,-6.379005
2,Indramayu,14_Jatimulya,Drone (rice field),107.832467,-6.377939
2,Indramayu,14_Jatimulya,Drone (rice field),107.833094,-6.378452
2,Indramayu,14_Jatimulya,Drone (rice field),107.832193,-6.378982
2,Indramayu,14_Jatimulya,Drone (rice field),107.833302,-6.379017
4,Indramayu,12_Jatimulya,Drone (rice field),107.832192,-6.37751
3,Indramayu,12_Jatimulya,Drone (rice field),107.833326,-6.377489
4,Indramayu,12_Jatimulya,Drone (rice field),107.832621,-6.378953
3,Indramayu,12_Jatimulya,Drone (rice field),107.833376,-6.377557
4,Indramayu,12_Jatimulya,Drone (rice field),107.832148,-6.3782
4,Indramayu,12_Jatimulya,Drone (rice field),107.833432,-6.378225
3,Indramayu,12_Jatimulya,Drone (rice field),107.833215,-6.377458
3,Indramayu,12_Jatimulya,Drone (rice field),107.835394,-6.378583
4,Indramayu,12_Jatimulya,Drone (rice field),107.831774,-6.37891
4,Indramayu,12_Jatimulya,Drone (rice field),107.832809,-6.377464
4,Indramayu,12_Jatimulya,Drone (rice field),107.831801,-6.377074
3,Indramayu,12_Jatimulya,Drone (rice field),107.832174,-6.377848
4,Indramayu,12_Jatimulya,Drone (rice field),107.832041,-6.378316
3,Indramayu,12_Jatimulya,Drone (rice field),107.832038,-6.377865
4,Indramayu,12_Jatimulya,Drone (rice field),107.83261,-6.377286
3,Indramayu,12_Jatimulya,Drone (rice field),107.831438,-6.377481
4,Indramayu,12_Jatimulya,Drone (rice field),107.832947,-6.378763
4,Indramayu,12_Jatimulya,Drone (rice field),107.831592,-6.378771
3,Indramayu,12_Jatimulya,Drone (rice field),107.832942,-6.37786
4,Indramayu,12_Jatimulya,Drone (rice field),107.831774,-6.378184
4,Indramayu,12_Jatimulya,Drone (rice field),107.832487,-6.37741
4,Indramayu,12_Jatimulya,Drone (rice field),107.833611,-6.378833
4,Indramayu,12_Jatimulya,Drone (rice field),107.832607,-6.379221
3,Indramayu,12_Jatimulya,Drone (rice field),107.83249,-6.377862
3,Indramayu,12_Jatimulya,Drone (rice field),107.832477,-6.377868
3,Indramayu,12_Jatimulya,Drone (rice field),107.833126,-6.378201
4,Indramayu,12_Jatimulya,Drone (rice field),107.831395,-6.377808
4,Indramayu,12_Jatimulya,Drone (rice field),107.833474,-6.378613
4,Indramayu,12_Jatimulya,Drone (rice field),107.831789,-6.3774
4,Indramayu,12_Jatimulya,Drone (rice field),107.832043,-6.378768
3,Indramayu,12_Jatimulya,Drone (rice field),107.83275,-6.377878
3,Indramayu,12_Jatimulya,Drone (rice field),107.832944,-6.378311
4,Indramayu,12_Jatimulya,Drone (rice field),107.832036,-6.377413
4,Indramayu,12_Jatimulya,Drone (rice field),107.831587,-6.377867
3,Indramayu,12_Jatimulya,Drone (rice field),107.831505,-6.37718
4,Indramayu,12_Jatimulya,Drone (rice field),107.835881,-6.378439
4,Indramayu,12_Jatimulya,Drone (rice field),107.831584,-6.377415
4,Indramayu,12_Jatimulya,Drone (rice field),107.832203,-6.378931
3,Indramayu,12_Jatimulya,Drone (rice field),107.833024,-6.377894
3,Indramayu,12_Jatimulya,Drone (rice field),107.833273,-6.378258
4,Indramayu,12_Jatimulya,Drone (rice field),107.832534,-6.377536
4,Indramayu,12_Jatimulya,Drone (rice field),107.833319,-6.37861
4,Indramayu,12_Jatimulya,Drone (rice field),107.833032,-6.378958
3,Indramayu,12_Jatimulya,Drone (rice field),107.832889,-6.377972
4,Indramayu,12_Jatimulya,Drone (rice field),107.831442,-6.379155
4,Indramayu,12_Jatimulya,Drone (rice field),107.832653,-6.380375
4,Indramayu,12_Jatimulya,Drone (rice field),107.832495,-6.378766
4,Indramayu,12_Jatimulya,Drone (rice field),107.832449,-6.378217
4,Indramayu,12_Jatimulya,Drone (rice field),107.832497,-6.379217
4,Indramayu,12_Jatimulya,Drone (rice field),107.832267,-6.377238
4,Indramayu,12_Jatimulya,Drone (rice field),107.8314,-6.378891
4,Indramayu,12_Jatimulya,Drone (rice field),107.831594,-6.379222
4,Indramayu,12_Jatimulya,Drone (rice field),107.831789,-6.378555
4,Indramayu,12_Jatimulya,Drone (rice field),107.832492,-6.378314
4,Indramayu,12_Jatimulya,Drone (rice field),107.832046,-6.37922
4,Indramayu,12_Jatimulya,Drone (rice field),107.831782,-6.377828
4,Indramayu,12_Jatimulya,Drone (rice field),107.833398,-6.378761
4,Indramayu,12_Jatimulya,Drone (rice field),107.833396,-6.378309
4,Indramayu,12_Jatimulya,Drone (rice field),107.832813,-6.377604
4,Indramayu,12_Jatimulya,Drone (rice field),107.833052,-6.377684
4,Indramayu,12_Jatimulya,Drone (rice field),107.832781,-6.378216
4,Indramayu,12_Jatimulya,Drone (rice field),107.83176,-6.379195
4,Indramayu,12_Jatimulya,Drone (rice field),107.833033,-6.379233
4,Indramayu,12_Jatimulya,Drone (rice field),107.831589,-6.378319
4,Indramayu,12_Jatimulya,Drone (rice field),107.831405,-6.378534
4,Indramayu,12_Jatimulya,Drone (rice field),107.835389,-6.380294
4,Indramayu,12_Jatimulya,Drone (rice field),107.832949,-6.379215
4,Indramayu,12_Jatimulya,Drone (rice field),107.833048,-6.378597
4,Indramayu,12_Jatimulya,Drone (rice field),107.833445,-6.378941
4,Indramayu,12_Jatimulya,Drone (rice field),107.830833,-6.378861
4,Indramayu,12_Jatimulya,Drone (rice field),107.832189,-6.379207
4,Indramayu,12_Jatimulya,Drone (rice field),107.836156,-6.378606
4,Indramayu,12_Jatimulya,Drone (rice field),107.831383,-6.378165
4,Indramayu,12_Jatimulya,Drone (rice field),107.832636,-6.378592
4,Indramayu,12_Jatimulya,Drone (rice field),107.833308,-6.37897
4,Indramayu,12_Jatimulya,Drone (rice field),107.833297,-6.379209
3,Indramayu,12_Jatimulya,Drone (rice field),107.833512,-6.377756
4,Indramayu,12_Jatimulya,Drone (rice field),107.832217,-6.378575
6,Indramayu,16_Sukamandi1,Drone (rice field),107.631322,-6.365819
6,Indramayu,16 Sukamandi1,Drone (rice field),107.631083,-6.365472
6,Indramayu,16 Sukamandi1,Drone (rice field),107.631083,-6.3655
6,Indramayu,16_Sukamandi1,Drone (rice field),107.633765,-6.365124
6,Indramayu,16_Sukamandi1,Drone (rice field),107.633655,-6.365269
6,Indramayu,16_Sukamandi1,Drone (rice field),107.63072,-6.365753
6,Indramayu,16_Sukamandi1,Drone (rice field),107.632966,-6.365959
6,Indramayu,16_Sukamandi1,Drone (rice field),107.632792,-6.36558
6,Indramayu,16_Sukamandi1,Drone (rice field),107.633006,-6.365946
6,Indramayu,16_Sukamandi1,Drone (rice field),107.63208,-6.365754
6,Indramayu,16_Sukamandi1,Drone (rice field),107.633489,-6.364825
6,Indramayu,16_Sukamandi1,Drone (rice field),107.630656,-6.365486
6,Indramayu,16_Sukamandi1,Drone (rice field),107.630899,-6.365642
6,Indramayu,16_Sukamandi1,Drone (rice field),107.631101,-6.365885
6,Indramayu,16_Sukamandi1,Drone (rice field),107.633541,-6.365085
6,Indramayu,16_Sukamandi1,Drone (rice field),107.631241,-6.363515
6,Indramayu,16_Sukamandi1,Drone (rice field),107.632661,-6.365389
6,Indramayu,16_Sukamandi1,Drone (rice field),107.630776,-6.365874
6,Indramayu,16_Sukamandi1,Drone (rice field),107.631612,-6.365966
6,Indramayu,16_Sukamandi1,Drone (rice field),107.63386,-6.364147
6,Indramayu,16_Sukamandi1,Drone (rice field),107.632591,-6.364768
6,Indramayu,16_Sukamandi1,Drone (rice field),107.631687,-6.363604
6,Indramayu,16_Sukamandi1,Drone (rice field),107.632183,-6.365047
6,Indramayu,16_Sukamandi1,Drone (rice field),107.63208,-6.36313
6,Indramayu,16_Sukamandi1,Drone (rice field),107.632953,-6.363248
6,Indramayu,16_Sukamandi1,Drone (rice field),107.63273,-6.365871
6,Indramayu,16_Sukamandi1,Drone (rice field),107.632529,-6.365193
6,Indramayu,16_Sukamandi1,Drone (rice field),107.633267,-6.36581
6,Indramayu,16_Sukamandi1,Drone (rice field),107.630693,-6.365614
6,Indramayu,16_Sukamandi1,Drone (rice field),107.632911,-6.365756
6,Indramayu,16_Sukamandi1,Drone (rice field),107.63116,-6.365968
6,Indramayu,16_Sukamandi1,Drone (rice field),107.631008,-6.364028
6,Indramayu,16_Sukamandi1,Drone (rice field),107.630885,-6.364405
6,Indramayu,16_Sukamandi1,Drone (rice field),107.63296,-6.364603
6,Indramayu,16_Sukamandi1,Drone (rice field),107.632061,-6.365512
6,Indramayu,16_Sukamandi1,Drone (rice field),107.631158,-6.365516
6,Indramayu,16_Sukamandi1,Drone (rice field),107.630706,-6.365519
6,Indramayu,16_Sukamandi1,Drone (rice field),107.632037,-6.363627
6,Indramayu,16_Sukamandi1,Drone (rice field),107.633483,-6.365923
6,Indramayu,16_Sukamandi1,Drone (rice field),107.631665,-6.363864
6,Indramayu,16_Sukamandi1,Drone (rice field),107.63235,-6.364927
6,Indramayu,16_Sukamandi1,Drone (rice field),107.631078,-6.363607
6,Indramayu,16_Sukamandi1,Drone (rice field),107.632964,-6.365507
6,Indramayu,16_Sukamandi1,Drone (rice field),107.631442,-6.363324
6,Indramayu,16_Sukamandi1,Drone (rice field),107.633411,-6.364601
